"code_theme","libelle_theme","code_ogr_rome","code_rome","libelle_rome"
"004","Métiers de l'intelligence économique","488274","M1708","Directeur / Directrice de l'accès au marché"
"004","Métiers de l'intelligence économique","488275","M1709","Chef / Cheffe de gamme"
"004","Métiers de l'intelligence économique","488310","M1711","Directeur / Directrice du marketing"
"004","Métiers de l'intelligence économique","488340","M1712","Directeur / Directrice de l'information promotionnelle du médicament"
"004","Métiers de l'intelligence économique","488569","M1714","Chargé / Chargée de l'information promotionnelle du médicament"
"004","Métiers de l'intelligence économique","488738","M1715","Directeur commercial / Directrice commerciale"
"004","Métiers de l'intelligence économique","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"004","Métiers de l'intelligence économique","491","M1802","Expert / Experte systèmes et réseaux informatiques"
"004","Métiers de l'intelligence économique","492","M1803","Directeur / Directrice des services informatiques -DSI-"
"004","Métiers de l'intelligence économique","493","M1804","Ingénieur / Ingénieure télécoms"
"004","Métiers de l'intelligence économique","495","M1806","Product Owner"
"004","Métiers de l'intelligence économique","488636","M1817","Administrateur / Administratrice sécurité informatique"
"004","Métiers de l'intelligence économique","488753","M1826","Ingénieur / Ingénieure supervision IT Datacenter"
"004","Métiers de l'intelligence économique","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)"
"004","Métiers de l'intelligence économique","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"004","Métiers de l'intelligence économique","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"004","Métiers de l'intelligence économique","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"004","Métiers de l'intelligence économique","488917","M1840","Directeur / Directrice de projets des territoires connectés"
"004","Métiers de l'intelligence économique","489026","M1846","Ingénieur / Ingénieure Cybersécurité Datacenter"
"004","Métiers de l'intelligence économique","489067","M1851","Analyste décisionnel - Business Intelligence"
"004","Métiers de l'intelligence économique","489072","M1852","Analyste d'étude informatique"
"004","Métiers de l'intelligence économique","489174","M1857","Urbaniste Datacenter"
"004","Métiers de l'intelligence économique","489217","M1862","Responsable d'exploitation fibre optique"
"004","Métiers de l'intelligence économique","488741","N1205","Responsable de service transit"
"004","Métiers de l'intelligence économique","489020","N1305","Ingénieur / Ingénieure logistique"
"005","Métiers de la recherche","14","A1303","Ingénieur / Ingénieure agronome"
"005","Métiers de la recherche","488346","A1423","Œnologue"
"005","Métiers de la recherche","146","F1105","Géologue"
"005","Métiers de la recherche","488578","F1115","Vulcanologue"
"005","Métiers de la recherche","488615","F1118","Sismologue"
"005","Métiers de la recherche","488621","F1119","Pédologue"
"005","Métiers de la recherche","489200","F1123","Glaciologue"
"005","Métiers de la recherche","488897","F1124","Hydrologue"
"005","Métiers de la recherche","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"005","Métiers de la recherche","221","H1210","Technicien / Technicienne R&D"
"005","Métiers de la recherche","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"005","Métiers de la recherche","488291","H1213","Responsable du développement clinique"
"005","Métiers de la recherche","488299","H1214","Agent / Agente de laboratoire de recherche industrielle"
"005","Métiers de la recherche","488303","H1215","Bioinformaticien / Bioinformaticienne en études, recherche et développement"
"005","Métiers de la recherche","488308","H1216","Responsable des études épidémiologiques"
"005","Métiers de la recherche","488313","H1217","Technicien / Technicienne formulation"
"005","Métiers de la recherche","488316","H1218","Responsable de projet recherche et développement"
"005","Métiers de la recherche","488319","H1219","Responsable opérationnel / Responsable opérationnelle des études cliniques"
"005","Métiers de la recherche","488322","H1220","Responsable formulation"
"005","Métiers de la recherche","488335","H1221","Responsable des partenariats de recherche"
"005","Métiers de la recherche","488347","H1222","Responsable médical / Responsable médicale des études cliniques"
"005","Métiers de la recherche","488351","H1223","Coordinateur / Coordinatrice d'études cliniques"
"005","Métiers de la recherche","488566","H1224","Technicien / Technicienne de laboratoire de recherche-développement"
"005","Métiers de la recherche","489219","H1225","Ingénieur / Ingénieure développement nucléaire"
"005","Métiers de la recherche","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"005","Métiers de la recherche","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire"
"005","Métiers de la recherche","488296","H1510","Technicien / Technicienne de laboratoire de contrôle"
"005","Métiers de la recherche","488309","H1511","Chargé / Chargée de validation-qualification"
"005","Métiers de la recherche","488314","H1513","Responsable de pharmacovigilance"
"005","Métiers de la recherche","488330","H1514","Chargé / Chargée de pharmacovigilance"
"005","Métiers de la recherche","488336","H1515","Auditeur / Auditrice qualité en industrie"
"005","Métiers de la recherche","488343","H1517","Responsable de laboratoire de contrôle en industrie pharmaceutique"
"005","Métiers de la recherche","488318","H2303","Opérateur / Opératrice de fabrication en industrie pharmaceutique"
"005","Métiers de la recherche","488594","J1203","Directeur / Directrice de laboratoire d'analyses vétérinaires"
"005","Métiers de la recherche","488743","J1204","Directeur / Directrice de laboratoire d'analyses de biologie médicale"
"005","Métiers de la recherche","390","K1602","Conservateur / Conservatrice du patrimoine"
"005","Métiers de la recherche","488758","K1606","Responsable de la conservation préventive"
"005","Métiers de la recherche","411","K2108","Professeur / Professeure des universités"
"005","Métiers de la recherche","426","K2401","Chercheur / Chercheuse en sciences humaines et sociales"
"005","Métiers de la recherche","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"005","Métiers de la recherche","488272","K2404","Chargé / Chargée de recherche"
"005","Métiers de la recherche","488279","K2405","Attaché / Attachée de recherche clinique en milieu hospitalier"
"005","Métiers de la recherche","488570","K2406","Directeur / Directrice de recherche"
"005","Métiers de la recherche","488864","K2408","Mathématicien / Mathématicienne"
"005","Métiers de la recherche","488918","K2409","Astronome"
"005","Métiers de la recherche","489170","K2410","Astrophysicien / Astrophysicienne"
"005","Métiers de la recherche","488300","M1407","Responsable de la veille scientifique et technique"
"005","Métiers de la recherche","488337","M1408","Responsable des études pharmaco-économiques"
"005","Métiers de la recherche","497","M1808","Cartographe"
"005","Métiers de la recherche","498","M1809","Météorologue"
"006","Métiers de la mer, du nautisme et de la construction navale","10","A1204","Garde Forestier / Forestière"
"006","Métiers de la mer, du nautisme et de la construction navale","12","A1301","Technicien / Technicienne de culture maraîchère"
"006","Métiers de la mer, du nautisme et de la construction navale","14","A1303","Ingénieur / Ingénieure agronome"
"006","Métiers de la mer, du nautisme et de la construction navale","18","A1404","Aquaculteur / Aquacultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","20","A1406","Capitaine de pêche"
"006","Métiers de la mer, du nautisme et de la construction navale","29","A1415","Marin-pêcheur"
"006","Métiers de la mer, du nautisme et de la construction navale","31","A1417","Saliculteur / Salicultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","488709","A1424","Pisciculteur / Piscicultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","488728","A1425","Ramendeur / Ramendeuse"
"006","Métiers de la mer, du nautisme et de la construction navale","488776","A1427","Goémonier / Goémonière"
"006","Métiers de la mer, du nautisme et de la construction navale","488903","A1428","Algoculteur / Algocultrice"
"006","Métiers de la mer, du nautisme et de la construction navale","489025","A1430","Ouvrier / Ouvrière aquacole"
"006","Métiers de la mer, du nautisme et de la construction navale","489063","A1431","Ouvrier / Ouvrière piscicole"
"006","Métiers de la mer, du nautisme et de la construction navale","50","B1802","Maroquinier / Maroquinière"
"006","Métiers de la mer, du nautisme et de la construction navale","84","D1105","Poissonnier / Poissonnière"
"006","Métiers de la mer, du nautisme et de la construction navale","97","D1211","Vendeur / Vendeuse d'articles de sport et loisirs"
"006","Métiers de la mer, du nautisme et de la construction navale","105","D1404","Commercial / Commerciale en automobiles"
"006","Métiers de la mer, du nautisme et de la construction navale","146","F1105","Géologue"
"006","Métiers de la mer, du nautisme et de la construction navale","488897","F1124","Hydrologue"
"006","Métiers de la mer, du nautisme et de la construction navale","152","F1203","Responsable d'exploitation de gisements et de carrières"
"006","Métiers de la mer, du nautisme et de la construction navale","156","F1401","Foreur / Foreuse"
"006","Métiers de la mer, du nautisme et de la construction navale","488871","F1504","Charpentier / Charpentière de marine"
"006","Métiers de la mer, du nautisme et de la construction navale","489189","F1625","Monteur / Monteuse en agencement"
"006","Métiers de la mer, du nautisme et de la construction navale","403072","G1207","Surveillant / Surveillante de baignade"
"006","Métiers de la mer, du nautisme et de la construction navale","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"006","Métiers de la mer, du nautisme et de la construction navale","488308","H1216","Responsable des études épidémiologiques"
"006","Métiers de la mer, du nautisme et de la construction navale","279","H2902","Chaudronnier / Chaudronnière"
"006","Métiers de la mer, du nautisme et de la construction navale","288","H2911","Métallier / Métallière"
"006","Métiers de la mer, du nautisme et de la construction navale","291","H2914","Tuyauteur / Tuyauteuse"
"006","Métiers de la mer, du nautisme et de la construction navale","489024","H2915","Chef soudeur / Cheffe soudeuse"
"006","Métiers de la mer, du nautisme et de la construction navale","489047","H2916","Soudeur / Soudeuse Tungsten Inert Gas -TIG-"
"006","Métiers de la mer, du nautisme et de la construction navale","489194","H2917","Soudeur / Soudeuse MIG MAG"
"006","Métiers de la mer, du nautisme et de la construction navale","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse"
"006","Métiers de la mer, du nautisme et de la construction navale","303","H3404","Peintre industriel / Peintre industrielle"
"006","Métiers de la mer, du nautisme et de la construction navale","318","I1309","Électricien / Électricienne de maintenance"
"006","Métiers de la mer, du nautisme et de la construction navale","323","I1502","Scaphandrier / Scaphandrière"
"006","Métiers de la mer, du nautisme et de la construction navale","325","I1601","Préparateur / Préparatrice de bateau"
"006","Métiers de la mer, du nautisme et de la construction navale","329","I1605","Mécanicien / Mécanicienne en mécanique marine/navale"
"006","Métiers de la mer, du nautisme et de la construction navale","488870","I1619","Mécanicien / Mécanicienne cycles"
"006","Métiers de la mer, du nautisme et de la construction navale","392","K1702","Responsable de sécurité civile et de secours"
"006","Métiers de la mer, du nautisme et de la construction navale","394","K1704","Officier / Officière de police"
"006","Métiers de la mer, du nautisme et de la construction navale","395","K1705","Secouriste"
"006","Métiers de la mer, du nautisme et de la construction navale","396","K1706","Agent / Agente de la force publique"
"006","Métiers de la mer, du nautisme et de la construction navale","427","K2402","Ingénieur / Ingénieure de recherche scientifique"
"006","Métiers de la mer, du nautisme et de la construction navale","446","L1401","Sportif professionnel / Sportive professionnelle"
"006","Métiers de la mer, du nautisme et de la construction navale","488306","L1402","Arbitre professionnel / Professionnelle de discipline sportive"
"006","Métiers de la mer, du nautisme et de la construction navale","496","M1807","Opérateur / Opératrice télécom aux armées"
"006","Métiers de la mer, du nautisme et de la construction navale","497","M1808","Cartographe"
"006","Métiers de la mer, du nautisme et de la construction navale","498","M1809","Météorologue"
"006","Métiers de la mer, du nautisme et de la construction navale","517","N3101","Capitaine de port"
"006","Métiers de la mer, du nautisme et de la construction navale","518","N3102","Marin"
"006","Métiers de la mer, du nautisme et de la construction navale","519","N3103","Matelot de la navigation fluviale"
"006","Métiers de la mer, du nautisme et de la construction navale","520","N3201","Agent / Agente de port de plaisance"
"006","Métiers de la mer, du nautisme et de la construction navale","521","N3202","Responsable d'exploitation transport fluvial"
"006","Métiers de la mer, du nautisme et de la construction navale","522","N3203","Ouvrier / Ouvrière de manutention portuaire"
"007","Métiers de l'aéronautique","210","H1101","Ingénieur / Ingénieure support technique"
"007","Métiers de l'aéronautique","488627","H1106","Responsable support technique clients"
"007","Métiers de l'aéronautique","489015","H1107","Directeur / Directrice assistance technique"
"007","Métiers de l'aéronautique","489029","H1108","Technicien / Technicienne support client en industrie"
"007","Métiers de l'aéronautique","214","H1203","Dessinateur-projeteur / Dessinatrice-projeteuse en mécanique"
"007","Métiers de l'aéronautique","217","H1206","Ingénieur / Ingénieure R&D en industrie"
"007","Métiers de l'aéronautique","218","H1207","Rédacteur / Rédactrice technique"
"007","Métiers de l'aéronautique","220","H1209","Technicien / Technicienne études électroniques"
"007","Métiers de l'aéronautique","488271","H1212","Ingénieur / Ingénieure brevet en industrie"
"007","Métiers de l'aéronautique","488308","H1216","Responsable des études épidémiologiques"
"007","Métiers de l'aéronautique","225","H1401","Responsable ordonnancement-lancement-planification en industrie"
"007","Métiers de l'aéronautique","226","H1402","Ingénieur / Ingénieure méthodes et process"
"007","Métiers de l'aéronautique","227","H1403","Gestionnaire de flux de production"
"007","Métiers de l'aéronautique","228","H1404","Technicien / Technicienne méthodes"
"007","Métiers de l'aéronautique","488297","H1405","Responsable supply chain en industrie"
"007","Métiers de l'aéronautique","488331","H1406","Ingénieur / Ingénieure supply chain en industrie"
"007","Métiers de l'aéronautique","230","H1502","Responsable qualité en industrie"
"007","Métiers de l'aéronautique","234","H1506","Contrôleur / Contrôleuse technique en métallurgie"
"007","Métiers de l'aéronautique","488278","H1508","Assureur / Assureuse qualité industrie"
"007","Métiers de l'aéronautique","488284","H1509","Responsable des affaires règlementaires"
"007","Métiers de l'aéronautique","488309","H1511","Chargé / Chargée de validation-qualification"
"007","Métiers de l'aéronautique","488312","H1512","Directeur / Directrice de zone"
"007","Métiers de l'aéronautique","488336","H1515","Auditeur / Auditrice qualité en industrie"
"007","Métiers de l'aéronautique","488341","H1516","Expert / Experte métrologue"
"007","Métiers de l'aéronautique","488344","H1518","Responsable assurance qualité en industrie"
"007","Métiers de l'aéronautique","488352","H1519","Responsable éthique-déontologie-conformité"
"007","Métiers de l'aéronautique","488353","H1520","Ingénieur / Ingénieure assurance qualité en industrie"
"007","Métiers de l'aéronautique","488565","H1521","Technicien / Technicienne de validation-qualification"
"007","Métiers de l'aéronautique","488632","H1522","Technicien / Technicienne en contrôles et essais non destructifs (CND END)"
"007","Métiers de l'aéronautique","263","H2502","Responsable d'unité de production industrielle"
"007","Métiers de l'aéronautique","268","H2602","Câbleur / Câbleuse d'armoires"
"007","Métiers de l'aéronautique","278","H2901","Ajusteur-monteur / Ajusteuse-monteuse"
"007","Métiers de l'aéronautique","279","H2902","Chaudronnier / Chaudronnière"
"007","Métiers de l'aéronautique","280","H2903","Tourneur-fraiseur / Tourneuse-fraiseuse"
"007","Métiers de l'aéronautique","282","H2905","Cisailleur / Cisailleuse en métallurgie"
"007","Métiers de l'aéronautique","284","H2907","Fondeur / Fondeuse en métallurgie"
"007","Métiers de l'aéronautique","296","H3203","Mouleur-stratifieur / Mouleuse-stratifieuse"
"007","Métiers de l'aéronautique","301","H3402","Agent / Agente de traitement de surface"
"007","Métiers de l'aéronautique","303","H3404","Peintre industriel / Peintre industrielle"
"007","Métiers de l'aéronautique","305","I1102","Ingénieur / Ingénieure de maintenance industrielle"
"007","Métiers de l'aéronautique","326","I1602","Mécanicien / Mécanicienne aéronautique"
"007","Métiers de l'aéronautique","430","K2503","Agent / Agente de prévention et de sécurité"
"007","Métiers de l'aéronautique","488730","K2506","Convoyeur / Convoyeuse de fonds"
"007","Métiers de l'aéronautique","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"007","Métiers de l'aéronautique","488754","M1827","Ingénieur / Ingénieure DevOps"
"007","Métiers de l'aéronautique","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"007","Métiers de l'aéronautique","489017","M1844","Analyste en cybersécurité"
"007","Métiers de l'aéronautique","510","N2101","Steward / Hôtesse de l'air"
"007","Métiers de l'aéronautique","511","N2102","Pilote de ligne"
"007","Métiers de l'aéronautique","512","N2201","Agent / Agente d'escale"
"007","Métiers de l'aéronautique","513","N2202","Contrôleur aérien / Contrôleuse aérienne"
"007","Métiers de l'aéronautique","514","N2203","Agent / Agente de piste"
"007","Métiers de l'aéronautique","515","N2204","Agent / Agente de trafic aérien"
"007","Métiers de l'aéronautique","516","N2205","Chef / Cheffe d'escale"
"007","Métiers de l'aéronautique","489039","N2206","Pilote de drone"
"008","Métiers de la sécurité publique et privée","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"008","Métiers de la sécurité publique et privée","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"008","Métiers de la sécurité publique et privée","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"008","Métiers de la sécurité publique et privée","488285","H1304","Responsable environnement-hygiène-sécurité en industrie"
"008","Métiers de la sécurité publique et privée","488596","H1305","Vérificateur / Vérificatrice de conformité industrielle"
"008","Métiers de la sécurité publique et privée","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)"
"008","Métiers de la sécurité publique et privée","489183","H1309","Technicien / Technicienne en radioprotection"
"008","Métiers de la sécurité publique et privée","488284","H1509","Responsable des affaires règlementaires"
"008","Métiers de la sécurité publique et privée","489085","I1106","Responsable de maintenance réseaux des territoires connectés"
"008","Métiers de la sécurité publique et privée","308","I1202","Agent / Agente d'entretien de la voirie"
"008","Métiers de la sécurité publique et privée","488628","I1205","Installateur vérificateur / Installatrice vérificatrice d'extincteurs"
"008","Métiers de la sécurité publique et privée","392","K1702","Responsable de sécurité civile et de secours"
"008","Métiers de la sécurité publique et privée","394","K1704","Officier / Officière de police"
"008","Métiers de la sécurité publique et privée","395","K1705","Secouriste"
"008","Métiers de la sécurité publique et privée","396","K1706","Agent / Agente de la force publique"
"008","Métiers de la sécurité publique et privée","397","K1707","Policier municipal / Policière municipale"
"008","Métiers de la sécurité publique et privée","488295","K1708","Gardien / Gardienne de la paix"
"008","Métiers de la sécurité publique et privée","488320","K1709","Commissaire de police"
"008","Métiers de la sécurité publique et privée","488345","K1710","Officier de police judiciaire / Officière de police judiciaire"
"008","Métiers de la sécurité publique et privée","488907","K1716","Chef / Cheffe de service pénitentiaire"
"008","Métiers de la sécurité publique et privée","489167","K1719","Chef / Cheffe de police municipale"
"008","Métiers de la sécurité publique et privée","489186","K1720","Gardien / Gardienne de compagnie républicaine de sécurité"
"008","Métiers de la sécurité publique et privée","428","K2501","Gardien / Gardienne"
"008","Métiers de la sécurité publique et privée","429","K2502","Responsable sécurité de site"
"008","Métiers de la sécurité publique et privée","430","K2503","Agent / Agente de prévention et de sécurité"
"008","Métiers de la sécurité publique et privée","404548","K2504","Agent / Agente de sécurité événementielle"
"008","Métiers de la sécurité publique et privée","488622","K2505","Enquêteur privé / Enquêtrice privée"
"008","Métiers de la sécurité publique et privée","488730","K2506","Convoyeur / Convoyeuse de fonds"
"008","Métiers de la sécurité publique et privée","489039","N2206","Pilote de drone"
"009","Métiers du multimédia","119","E1101","Animateur / Animatrice de communauté virtuelle"
"009","Métiers du multimédia","121","E1103","Chargé / Chargée des relations publiques"
"009","Métiers du multimédia","122","E1104","Concepteur / Conceptrice de contenus multimedia"
"009","Métiers du multimédia","124","E1106","Journaliste"
"009","Métiers du multimédia","403088","E1109","Directeur / Directrice de la communication"
"009","Métiers du multimédia","488749","E1110","Community manager"
"009","Métiers du multimédia","488867","E1111","Game master jeux online"
"009","Métiers du multimédia","488921","E1112","Chargé / Chargée de communication"
"009","Métiers du multimédia","131","E1205","Graphiste"
"009","Métiers du multimédia","404036","E1206","UX - UI Designer"
"009","Métiers du multimédia","488782","E1207","Motion designer"
"009","Métiers du multimédia","140","E1401","Chef / Cheffe de publicité"
"009","Métiers du multimédia","141","E1402","Média Planneur / Planneuse"
"009","Métiers du multimédia","183","G1202","Animateur / Animatrice d'activités culturelles et de loisirs"
"009","Métiers du multimédia","488902","I1104","Ingénieur / Ingénieure infrastructures télécoms réseaux mobiles"
"009","Métiers du multimédia","488292","I1311","Technicien / Technicienne installation réseaux câblés fibre optique"
"009","Métiers du multimédia","489195","I1405","Administrateur / Administratrice bureautique"
"009","Métiers du multimédia","389","K1601","Documentaliste"
"009","Métiers du multimédia","39022","L1510","Animateur / Animatrice 3D - films d'animation"
"009","Métiers du multimédia","485","M1703","Chef / Cheffe de produit"
"009","Métiers du multimédia","487","M1705","Responsable marketing"
"009","Métiers du multimédia","488873","M1716","Responsable marketing digital"
"009","Métiers du multimédia","490","M1801","Administrateur / Administratrice de systèmes d'information (SI)"
"009","Métiers du multimédia","491","M1802","Expert / Experte systèmes et réseaux informatiques"
"009","Métiers du multimédia","494","M1805","Développeur / Développeuse informatique"
"009","Métiers du multimédia","495","M1806","Product Owner"
"009","Métiers du multimédia","499","M1810","Technicien / Technicienne informatique"
"009","Métiers du multimédia","488329","M1814","Scrum Master"
"009","Métiers du multimédia","488576","M1815","Spécialiste test et validation logiciel ou application"
"009","Métiers du multimédia","488636","M1817","Administrateur / Administratrice sécurité informatique"
"009","Métiers du multimédia","488641","M1818","Ingénieur / Ingénieure d'étude informatique"
"009","Métiers du multimédia","488716","M1821","Analyste d'application informatique"
"009","Métiers du multimédia","488721","M1823","Consultant / Consultante avant-vente"
"009","Métiers du multimédia","488748","M1824","Développeur / Développeuse décisionnel - Business Intelligence"
"009","Métiers du multimédia","488750","M1825","Coordinateur / Coordinatrice de production web"
"009","Métiers du multimédia","488754","M1827","Ingénieur / Ingénieure DevOps"
"009","Métiers du multimédia","488768","M1828","Chef de projet / Cheffe de projet (Project Management Officer)"
"009","Métiers du multimédia","488772","M1829","Ingénieur / Ingénieure systèmes et réseaux des territoires connectés"
"009","Métiers du multimédia","488785","M1830","Administrateur / Administratrice réseaux - télécoms"
"009","Métiers du multimédia","488786","M1831","Développeur / Développeuse - jeux vidéo"
"009","Métiers du multimédia","488865","M1832","Homologateur / Homologatrice fonctionnel de logiciel"
"009","Métiers du multimédia","488888","M1834","Administrateur / Administratrice de site Web"
"009","Métiers du multimédia","488890","M1835","Architecte systèmes et réseaux des territoires connectés"
"009","Métiers du multimédia","488894","M1836","Ingénieur concepteur / Ingénieure conceptrice informatique"
"009","Métiers du multimédia","488904","M1837","Développeur / Développeuse multimédia"
"009","Métiers du multimédia","488905","M1838","Urbaniste des systèmes d'information"
"009","Métiers du multimédia","488909","M1839","Architecte systèmes et réseaux"
"009","Métiers du multimédia","488922","M1841","Ingénieur informaticien / Ingénieure informaticienne"
"009","Métiers du multimédia","488933","M1842","Qualiticien / Qualiticienne logiciel en informatique"
"009","Métiers du multimédia","489009","M1843","Administrateur / Administratrice de serveurs"
"009","Métiers du multimédia","489017","M1844","Analyste en cybersécurité"
"009","Métiers du multimédia","489023","M1845","Architecte IoT - Internet des Objets"
"009","Métiers du multimédia","489035","M1847","Expert / Experte en communication et réseaux"
"009","Métiers du multimédia","489055","M1848","Analyste Concepteur / Conceptrice informatique"
"009","Métiers du multimédia","489061","M1849","Administrateur / Administratrice de messagerie"
"009","Métiers du multimédia","489066","M1850","Architecte multimédias interactifs"
"009","Métiers du multimédia","489072","M1852","Analyste d'étude informatique"
"009","Métiers du multimédia","489073","M1853","Chef / Cheffe de projet étude et développement informatique"
"009","Métiers du multimédia","489078","M1854","Administrateur / Administratrice réseau informatique"
"009","Métiers du multimédia","489081","M1855","Développeur / Développeuse web"
"009","Métiers du multimédia","489179","M1858","Chef / Cheffe de projet TMA - Tierce Maintenance Applicative"
"009","Métiers du multimédia","489188","M1859","Chef / Cheffe de projet maîtrise d'œuvre informatique"
"009","Métiers du multimédia","489199","M1860","Architecte cloud"
"009","Métiers du multimédia","489209","M1861","Développeur / Développeuse logiciel ou d'application"
"009","Métiers du multimédia","489218","M1863","Evaluateur / Evaluatrice sécurité des systèmes et produits informatiques"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","12","A1301","Technicien / Technicienne de culture maraîchère"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","14","A1303","Ingénieur / Ingénieure agronome"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","66","C1202","Analyste de crédits et risques bancaires"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","121","E1103","Chargé / Chargée des relations publiques"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","403088","E1109","Directeur / Directrice de la communication"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","488921","E1112","Chargé / Chargée de communication"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","142","F1101","Architecte"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","147","F1106","Ingénieur / Ingénieure d'études BTP"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","403076","F1205","Responsable de travaux BTP"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","372","K1205","Agent / Agente d'accueil social"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","489963","K1212","Ministre du culte"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","391","K1701","Militaire du rang Combattant / Combattante"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","392","K1702","Responsable de sécurité civile et de secours"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","395","K1705","Secouriste"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","399","K1802","Chargé / Chargée de développement local"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","402","K1903","Juriste"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","409","K2106","Professeur / Professeure des écoles"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","420","K2301","Agent / Agente d'assainissement"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","462","M1205","Directeur administratif et financier / Directrice administrative et financière -DAF-"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","464","M1207","Trésorier / Trésorière"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","487","M1705","Responsable marketing"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","488601","N1204","Coordinateur / Coordinatrice transit -import/export-"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","508","N1302","Responsable entrepôt logistique"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","509","N1303","Approvisionneur / Approvisionneuse logistique"
"010","Métiers de l'humanitaire (hors santé et tertiaire)","523","N4101","Conducteur / Conductrice de poids lourd"
"011","Métiers du nucléaire","488589","F1116","Ingénieur / Ingénieure démantèlement nucléaire"
"011","Métiers du nucléaire","488719","F1122","Ingénieur / Ingénieure Chantier nucléaire"
"011","Métiers du nucléaire","153","F1204","Animateur / Animatrice QSE - Qualité Sécurité Environnement BTP"
"011","Métiers du nucléaire","159","F1502","Échafaudeur / Échafaudeuse"
"011","Métiers du nucléaire","165","F1605","Électricien / Électricienne réseaux"
"011","Métiers du nucléaire","173","F1613","Étancheur / Étancheuse"
"011","Métiers du nucléaire","211","H1102","Ingénieur / Ingénieure d'affaires en industrie"
"011","Métiers du nucléaire","488302","H1103","Responsable d'affaires en industrie"
"011","Métiers du nucléaire","489219","H1225","Ingénieur / Ingénieure développement nucléaire"
"011","Métiers du nucléaire","223","H1302","Responsable Hygiène Sécurité Environnement (HSE) en industrie"
"011","Métiers du nucléaire","224","H1303","Technicien / Technicienne en Hygiène, Sécurité, Environnement industriel (HSE)"
"011","Métiers du nucléaire","488285","H1304","Responsable environnement-hygiène-sécurité en industrie"
"011","Métiers du nucléaire","488619","H1306","Ingénieur / Ingénieure sûreté en industrie nucléaire"
"011","Métiers du nucléaire","489181","H1308","Animateur / Animatrice en Hygiène Sécurité Environnement (HSE)"
"011","Métiers du nucléaire","489183","H1309","Technicien / Technicienne en radioprotection"
"011","Métiers du nucléaire","229","H1501","Ingénieur / Ingénieure d'analyse industrielle"
"011","Métiers du nucléaire","230","H1502","Responsable qualité en industrie"
"011","Métiers du nucléaire","231","H1503","Technicien / Technicienne de laboratoire en industrie"
"011","Métiers du nucléaire","234","H1506","Contrôleur / Contrôleuse technique en métallurgie"
"011","Métiers du nucléaire","488278","H1508","Assureur / Assureuse qualité industrie"
"011","Métiers du nucléaire","488284","H1509","Responsable des affaires règlementaires"
"011","Métiers du nucléaire","488296","H1510","Technicien / Technicienne de laboratoire de contrôle"
"011","Métiers du nucléaire","488309","H1511","Chargé / Chargée de validation-qualification"
"011","Métiers du nucléaire","488312","H1512","Directeur / Directrice de zone"
"011","Métiers du nucléaire","488314","H1513","Responsable de pharmacovigilance"
"011","Métiers du nucléaire","488336","H1515","Auditeur / Auditrice qualité en industrie"
