"code_grand_domaine","code_domaine_professionnel","numero_fiche_rome","intitule","libelle_appellation_long","libelle_appellation_court","type_provenance","code_fiche","ogr_rome","ogr_appellation"
"","","","","Dessinateur / Dessinatrice de charpentes en bois","Dessinateur / Dessinatrice de charpentes en bois","4","302","245","14019"
"","","","","Dessinateur / Dessinatrice de maisons à ossature bois","Dessinateur / Dessinatrice de maisons à ossature bois","4","302","245","14021"
"","","","","Dessinateur / Dessinatrice de structures en bois","Dessinateur / Dessinatrice de structures en bois","4","302","245","14026"
"","","","","Dessinateur / Dessinatrice en agencement","Dessinateur / Dessinatrice en agencement","4","302","245","14043"
"","","","","Dessinateur / Dessinatrice en ameublement","Dessinateur / Dessinatrice en ameublement","4","302","245","14045"
"","","","","Dessinateur / Dessinatrice en industrie du bois","Dessinateur / Dessinatrice en industrie du bois","4","302","245","14061"
"","","","","Dessinateur / Dessinatrice en menuiserie","Dessinateur / Dessinatrice en menuiserie","4","302","245","14068"
"","","","","Dessinateur / Dessinatrice gabarits bois","Dessinateur / Dessinatrice gabarits bois","4","302","245","14082"
"","","","","Dessinateur-métreur / Dessinatrice-métreuse bois","Dessinateur-métreur / Dessinatrice-métreuse bois","4","302","245","14093"
"","","","","Dessinateur-métreur / Dessinatrice-métreuse charpente","Dessinateur-métreur / Dessinatrice-métreuse charpente","4","302","245","14094"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse de charpentes en bois","Dessinateur(trice)-projeteur(se) de charpentes en bois","4","302","245","14099"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse de maisons à ossature bois","Dessinateur(rice)-projeteur(se) de maisons à ossature bois","4","302","245","14100"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse de structures en bois","Dessinateur(trice)-projeteur(se) de structures en bois","4","302","245","14103"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse en agencement","Dessinateur(trice)-projeteur(teuse) en agencement","4","302","245","14106"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse en ameublement","Dessinateur(trice)-projeteur(teuse) en ameublement","4","302","245","14107"
"","","","","Dessinateur-projeteur / Dessinatrice-projeteuse en menuiserie","Dessinateur(trice)-projeteur(teuse) en menuiserie","4","302","245","14125"
"","","","","Dessinateur-projeteur calculateur / Dessinatrice-projeteuse calculatrice de structure bois","Dessinateur(trice)-projeteur(se) structure bois","4","302","245","14097"
"","","","","Technicien / Technicienne bois","Technicien / Technicienne bois","4","302","245","19677"
"","","","","Technicien / Technicienne bois pour machine à commande numérique","Technicien(ne) bois pour machine à commande numérique","4","302","245","19678"
"","","","","Technicien / Technicienne contrôle-qualité en industrie du bois","Technicien(ne) contrôle-qualité en industrie du bois","4","302","245","19701"
"","","","","Technicien / Technicienne de développement en industrie du bois","Technicien(ne) de développement en industrie du bois","4","302","245","19749"
"","","","","Technicien / Technicienne de fabrication-production en industrie du bois","Technicien(ne) de fabrication-production en ind du bois","4","302","245","19771"
"","","","","Technicien / Technicienne de planification en industrie du bois","Technicien(ne) de planification en industrie du bois","4","302","245","19890"
"","","","","Technicien / Technicienne des industries de l'ameublement et du bois","Technicien(ne) des inds de l'ameublement et du bois","4","302","245","19947"
"","","","","Technicien / Technicienne d'études en industrie du bois","Technicien / Technicienne d'études en industrie du bois","4","302","245","19962"
"","","","","Technicien / Technicienne d'études-recherche-développement en industrie du bois","Technicien(ne) études-recherche-développement ind du bois","4","302","245","19966"
"","","","","Technicien / Technicienne lancement-ordonnancement en industrie du bois","Technicien(ne) lancement-ordonnancement en ind du bois","4","302","245","20180"
"","","","","Technicien / Technicienne méthodes en industrie du bois","Technicien / Technicienne méthodes en industrie du bois","4","302","245","20198"
"","","","","Technicien / Technicienne prototypiste bois","Technicien / Technicienne prototypiste bois","4","302","245","20227"
"","","","","Traceur / Traceuse de structures en bois","Traceur / Traceuse de structures en bois","4","302","245","20394"
"H","22","10","Tonnelier / Tonnelière","","","3","32822","489038",""
"","","","","Agent / Agente de production en tonnellerie","Agent / Agente de production en tonnellerie","4","32822","489038","405517"
"","","","","Tonnelier / Tonnelière","Tonnelier / Tonnelière","4","32822","489038","489156"
"","","","","Tonnelier / Tonnelière bois","Tonnelier / Tonnelière bois","4","32822","489038","489157"
"","","","","Tonnelier / Tonnelière de fabrication","Tonnelier / Tonnelière de fabrication","4","32822","489038","20365"
"","","","","Tonnelier réparateur / Tonnelière réparatrice","Tonnelier réparateur / Tonnelière réparatrice","4","32822","489038","20366"
"H","22","11","Opérateur / Opératrice de sciage bois","","","3","32743","488887",""
"","","","","Déligneur / Déligneuse","Déligneur / Déligneuse","4","32743","488887","13945"
"","","","","Dérouleur / Dérouleuse en première transformation du bois","Dérouleur / Dérouleuse en première transformation du bois","4","32743","488887","13987"
"","","","","Écorceur / Écorceuse de scierie","Écorceur / Écorceuse de scierie","4","32743","488887","14571"
"","","","","Fendeur / Fendeuse de merrains","Fendeur / Fendeuse de merrains","4","32743","488887","15066"
"","","","","Marqueur / Marqueuse de scierie","Marqueur / Marqueuse de scierie","4","32743","488887","16417"
"","","","","Opérateur / Opératrice de première transformation du bois d'œuvre","Opérateur(trice) de première transformation du bois d'œuvre","4","32743","488887","17139"
"","","","","Opérateur / Opératrice de sciage bois","Opérateur / Opératrice de sciage bois","4","32743","488887","17161"
"","","","","Rogneur / Rogneuse","Rogneur / Rogneuse","4","32743","488887","19270"
"","","","","Scieur / Scieuse bois","Scieur / Scieuse bois","4","32743","488887","19324"
"","","","","Scieur / Scieuse de long","Scieur / Scieuse de long","4","32743","488887","488997"
"","","","","Scieur / Scieuse de reprise","Scieur / Scieuse de reprise","4","32743","488887","19329"
"","","","","Scieur / Scieuse de tête","Scieur / Scieuse de tête","4","32743","488887","19331"
"","","","","Traceur-débiteur / Traceuse-débiteuse en première transformation du bois","Traceur(se)-débiteur(se) en première transformation du bois","4","32743","488887","20401"
"","","","","Trancheur / Trancheuse bois","Trancheur / Trancheuse bois","4","32743","488887","20422"
"","","","","Tronçonneur / Tronçonneuse en première transformation du bois","Tronçonneur(euse) en première transformation du bois","4","32743","488887","20466"
"H","23","","Chimie et pharmacie","","","2","","",""
"H","23","01","Conducteur / Conductrice de ligne en industrie chimique","","","3","303","246",""
"","","","","Aide opérateur / Aide opératrice en industrie de la cosmétoparfumerie","Aide opérateur(trice) en industrie de la cosmétoparfumerie","4","303","246","38188"
"","","","","Aide-opérateur / Aide-opératrice en industrie chimique","Aide-opérateur / Aide-opératrice en industrie chimique","4","303","246","10884"
"","","","","Chef de poste en industrie chimique","Chef de poste en industrie chimique","4","303","246","12212"
"","","","","Conducteur / Conductrice d'appareils des industries chimiques","Conducteur(trice) d'appareils des industries chimiques","4","303","246","12868"
"","","","","Conducteur / Conductrice de ligne automatisée en industrie chimique","Conducteur(trice) de ligne automatisée en industrie chimique","4","303","246","12979"
"","","","","Conducteur / Conductrice de ligne en industrie chimique","Conducteur / Conductrice de ligne en industrie chimique","4","303","246","404452"
"","","","","Conducteur / Conductrice d'installation polyvalente en industrie chimique","Conducteur(trice) d'installation polyvalente en ind chimique","4","303","246","13284"
"","","","","Opérateur / Opératrice de fabrication des industries chimiques","Opérateur(trice) de fabrication des industries chimiques","4","303","246","17088"
"","","","","Opérateur / Opératrice de polymérisation","Opérateur / Opératrice de polymérisation","4","303","246","17135"
"","","","","Opérateur extérieur / Opératrice extérieure en industrie chimique","Opérateur(trice) extérieur(e) en industrie chimique","4","303","246","17226"
"","","","","Opérateur polyvalent / Opératrice polyvalente en industrie chimique","Opérateur(trice) polyvalent(e) en industrie chimique","4","303","246","17250"
"","","","","Pilote d'installation des industries chimiques","Pilote d'installation des industries chimiques","4","303","246","17773"
"","","","","Rondier polyvalent / Rondière polyvalente en industrie chimique","Rondier(ère) polyvalent(e) en industrie chimique","4","303","246","19281"
"","","","","Tableautiste en industrie chimique","Tableautiste en industrie chimique","4","303","246","19612"
"","","","","Technicien / Technicienne de fabrication en industrie chimique","Technicien(ne) de fabrication en industrie chimique","4","303","246","19761"
"","","","","Technicien / Technicienne de procédés en industrie chimique","Technicien / Technicienne de procédés en industrie chimique","4","303","246","19899"
"","","","","Technicien / Technicienne de production en industrie chimique","Technicien(ne) de production en industrie chimique","4","303","246","19910"
"","","","","Technicien / Technicienne en industrie de la cosmétoparfumerie","Technicien(ne) en industrie de la cosmétoparfumerie","4","303","246","38191"
"H","23","02","Conducteur / Conductrice de procédé de fabrication","","","3","32392","488276",""
"","","","","Chef de ligne en industrie pharmaceutique","Chef de ligne en industrie pharmaceutique","4","32392","488276","12189"
"","","","","Conducteur / Conductrice d'appareils de fabrication en industrie pharmaceutique","Conducteur(trice) appareil fabrication en ind pharmaceutique","4","32392","488276","12865"
"","","","","Conducteur / Conductrice de procédé de fabrication","Conducteur / Conductrice de procédé de fabrication","4","32392","488276","405496"
"","","","","Conducteur / Conductrice d'enrobage en industrie pharmaceutique","Conducteur(trice) d'enrobage en industrie pharmaceutique","4","32392","488276","13260"
"","","","","Conducteur / Conductrice d'équipements de stérilisation en industrie pharmaceutique","Conducteur(trice) équip stérilisation indus pharmaceutique","4","32392","488276","13268"
"","","","","Conducteur / Conductrice en industrie de la cosmétoparfumerie","Conducteur(trice) en industrie de la cosmétoparfumerie","4","32392","488276","38189"
"","","","","Préparateur / Préparatrice en industrie de la cosmétoparfumerie","Préparateur(trice) en industrie de la cosmétoparfumerie","4","32392","488276","38190"
"","","","","Technicien / Technicienne de fabrication en industrie pharmaceutique","Technicien(ne) de fabrication en industrie pharmaceutique","4","32392","488276","19764"
"","","","","Technicien / Technicienne de production en industrie pharmaceutique","Technicien(ne) de production en industrie pharmaceutique","4","32392","488276","19912"
"H","23","03","Opérateur / Opératrice de fabrication en industrie pharmaceutique","","","3","32434","488318",""
"","","","","Opérateur / Opératrice de fabrication en industrie pharmaceutique","Opérateur(trice) de fabrication en industrie pharmaceutique","4","32434","488318","17090"
"","","","","Opérateur / Opératrice technique de production en industrie pharmaceutique","Opérateur(trice) technique de production ind pharmaceutique","4","32434","488318","17342"
